artist_name,title,artist_location,release,hotttness,familiarity,danceability,duration,energy,loudness,year,tempo,analysis_rate,end_of_fade_in,key,key_confidence,mode,mode_confidence,start_of_fade_out,time_signature,time_signature_conf,track_id
Janice Vidal,Water-Liked,,Wish,0.42960159282364857,0.4490484445585296,0.0,226.7424,0.0,-10.623,0,116.043,22050,0.201,1,0.583,1,0.658,215.075,7,0.625,1184
El Gran Silencio,Alma de B-Boy,,Comunicaflow Underground,0.37549448349380743,0.6398833040929351,0.0,208.66567,0.0,-7.705,0,120.064,22050,0.171,0,0.234,1,0.559,193.567,4,0.842,1185
Black Flag,Jealous Again,Los Angeles - CA,Live at The On Broadway 1982,0.5475067753178748,0.73120804716564,0.0,136.14975,0.0,-6.419,1980,124.481,22050,0.0,4,0.233,1,0.553,127.954,3,1.0,1186
Les Bantous De La Capitale,À Mon Avis,,Bakolo Mboka,0.2733657514287392,0.4279874916531715,0.0,431.93424,0.0,-6.451,0,134.046,22050,0.0,7,0.211,0,0.131,419.178,4,1.0,1187
Sivuca,Energia,Itabaiana - Para� - Brazil,Selecao De Ouro,0.3243342048085304,0.4796207472295076,0.0,238.00118,0.0,-10.623,0,224.247,22050,0.386,5,0.095,0,0.187,228.542,7,0.169,1188
Luis Alberto Spinetta,Verde Bosque,Buenos Aires - Argentina,Fuego Gris,0.4398438541325515,0.5776331497038921,0.0,355.29098,0.0,-16.136,1994,105.025,22050,0.422,9,0.69,0,0.611,346.993,4,0.783,1189
Moss,There Alone Go I,,Moss,0.3895355761888646,0.6025555891290453,0.0,274.12853,0.0,-14.157,0,107.412,22050,0.235,7,0.382,1,0.57,256.546,4,0.336,1190
Blind Boy Fuller,Put You Back In The Jail,Wadesboro - NC,Blind Boy Fuller Vol. 3 1937,0.3601702712487263,0.5412311890070843,0.0,160.28689,0.0,-16.063,0,180.137,22050,0.436,11,0.834,1,0.648,157.867,1,0.0,1191
Paula Santoro,The Girl From Ipanema (Garota De Ipanema),,Jazz Express - Bossa Nova Nights,0.2899706669120855,0.37021570939941995,0.0,192.41751,0.0,-17.307,2006,129.591,22050,0.26,7,0.571,1,0.559,174.126,4,0.864,1192
Sunscreem,Secrets,Essex - England,Secrets,0.3861804160792181,0.5467275539627645,0.0,241.89342,0.0,-8.085,1996,172.172,22050,0.399,0,0.983,1,0.656,227.08,4,0.767,1193
Louis Prima And Keely Smith,Autumn Leaves (1999 Digital Remaster),,Wild_ Cool & Swingin',0.390828595508114,0.5789986791856311,0.0,171.4673,0.0,-14.736,0,84.496,22050,0.404,0,0.06,1,0.457,165.796,5,0.95,1194
Robert Lockwood_ Jr.,She's Little And She's Low,Marvell - AR,I Got To Find Me A Woman,0.34107330104708233,0.4979421060663372,0.0,340.87138,0.0,-14.188,1998,164.387,22050,0.369,4,0.774,1,0.926,330.35,3,1.0,1195
Muse,Stockholm Syndrome,UK,Absolution,0.7504265510189179,0.9290302874411605,0.0,296.95955,0.0,-4.854,0,128.134,22050,0.0,2,0.476,0,0.445,287.672,4,0.558,1196
Jeremy Spencer,Maria De Santiago,West Hartlepool - England,Precious Little,0.2060203719845676,0.5209330793305875,0.0,235.04934,0.0,-8.748,2006,126.191,22050,0.154,4,0.572,0,0.552,222.023,4,0.261,1197
Bob Margolin,No Consolation,Boston - MA,Hold Me To It,0.3268488180257514,0.5559850526989919,0.0,182.83057,0.0,-14.755,0,74.601,22050,0.247,9,0.777,1,0.412,171.712,4,0.0,1198
The Gone Jackals,Faith Healer (Digital Single),,Faith Healer,0.35300068828370523,0.44104996018435266,0.0,248.18893,0.0,-6.427,0,123.633,22050,0.293,7,0.178,1,0.36,242.55,4,1.0,1199
The Velvet Underground,I Heard Her Call My Name,New York - NY,The Very Best Of The Velvet Underground,0.49849797268552654,0.7506215981642149,0.0,276.68853,0.0,-14.002,1968,144.562,22050,0.304,0,0.689,1,0.579,270.414,4,0.0,1200
Kingston Trio,Scotch and Soda,Palo Alto - CA,The M.T.A.,0.2951171938923701,0.5809106932332672,0.0,127.16363,0.0,-21.177,0,80.167,22050,0.0,1,0.643,1,0.623,122.863,1,0.0,1201
D' Militante,T.V. & Movies,,Am I Lying?!,0.2982716057137917,0.3165173947637964,0.0,420.49261,0.0,-15.655,0,240.314,22050,0.0,9,0.0,1,0.194,420.493,1,0.725,1202
Michelle & Vickie,Ying Guang Hu Die,,Princess,0.2618160974506479,0.36840432673225254,0.0,279.19628,0.0,-8.78,0,94.276,22050,0.224,0,0.391,1,0.51,272.579,4,1.0,1203
Pamelo Mounk'a,On ne meurt qu'une fois,,L'Incontournable,0.2550112582896334,0.3286785456686613,0.0,528.40444,0.0,-13.89,0,112.752,22050,0.125,2,0.162,1,0.263,519.866,4,1.0,1204
Los Fernandos,All My Loving,,Gipsy Rumba 2,0.0,0.18866769491688626,0.0,187.95057,0.0,-11.516,0,103.432,22050,0.274,4,0.126,1,0.446,184.227,4,0.0,1205
Kool Savas,Therapie,DE,Die besten Tage sind gezählt,0.4494236346936823,0.6033827679508963,0.0,64.62649,0.0,-3.985,0,90.148,22050,0.0,6,0.083,0,0.488,64.626,4,1.0,1206
Rainie Yang,Nu Sheng Wo Zui Da (OT:That Thrill),,Rainie's Proclamation - Not Yet A Woman,0.3700959288306926,0.4869217964001921,0.0,220.15955,0.0,-7.717,0,160.027,22050,0.554,2,0.172,1,0.45,214.616,4,0.872,1207
Little Eva,The Loco-Motion,Bellhaven - NC,The Loco-Motion,0.3845495279364634,0.5901310518953434,0.0,145.162,0.0,-6.643,1962,129.781,22050,0.148,3,0.655,1,0.543,136.319,1,0.247,1208
Simple Minds,Chelsea Girl (Live),Glasgow - Scotland,Silver Box,0.503362447997378,0.7006798417739434,0.0,308.45342,0.0,-9.503,2004,103.637,22050,0.108,1,0.879,1,0.82,303.554,1,0.318,1209
The Killers,Show You How,,Sawdust,0.8289063015404353,0.9184517888889826,0.0,166.29506,0.0,-6.467,2004,82.909,22050,0.142,2,0.442,1,0.879,161.472,4,0.0,1210
New Order,Jetstream - Arthur Baker Remix,NL,Jetstream,0.522047955191613,0.7207110575919069,0.0,421.95546,0.0,-5.721,2005,122.484,22050,0.0,0,0.713,1,0.669,414.766,4,0.727,1211
Damone,Child Of The Night,Waltham - MA,Out Here All Night,0.3900238465815571,0.5810826850239565,0.0,217.20771,0.0,-4.272,2006,154.093,22050,0.305,6,0.289,0,0.48,208.887,4,0.453,1212
Furry Lewis,Old Hobo,Greenwood - MS,Good Morning Judge,0.3680540387507248,0.5725006006819784,0.0,234.78812,0.0,-8.032,2003,146.569,22050,0.328,10,0.074,0,0.366,234.788,4,0.449,1213
Chris Farlowe,I Just Need Your Lovin' - Original,Essex - England,Chris Farlowe Selected Hits,0.33857502645721227,0.5433932314325375,0.0,192.26077,0.0,-13.626,0,160.663,22050,0.0,0,1.0,1,0.887,183.205,4,0.13,1214
Joe Turner,Here Comes Your Iceman (LP Version),Mississippi,Big Joe Rides Again,0.3645865754085436,0.4736241237475465,0.0,233.92608,0.0,-13.984,0,88.109,22050,0.502,10,0.455,1,0.538,231.828,4,0.483,1215
Porcupine Tree,Moon Loop (Improvisation),,The Sky Moves Sideways (Special Edition),0.5079658021593736,0.8302522617224859,0.0,978.442,0.0,-11.524,0,134.075,22050,0.0,9,0.304,0,0.363,966.954,4,0.04,1216
DeGarmo & Key,He Has Risen (Communication Album Version),,Communication,0.3188342314584762,0.4211327253844579,0.0,171.75465,0.0,-11.528,0,82.604,22050,0.368,2,0.539,1,0.515,165.309,3,1.0,1217
Frank Chacksfield,Heidi,Battle - Sussex - England,Black Satin Vol1,0.3463575222425513,0.44625666654061785,0.0,151.19628,0.0,-16.538,0,116.716,22050,0.296,5,1.0,1,0.9,148.248,4,0.374,1218
David Bowie,Space Oddity (1997 Digital Remaster),London - UK,The Best Of David Bowie 1969-74,0.5749214233398637,0.8659700063313627,0.0,313.70404,0.0,-12.679,0,137.068,22050,15.018,0,0.239,1,0.433,299.619,4,0.306,1219
Bone Thugs-N-Harmony,Fearless [Interlude] (Explicit Album Version),Cleveland - OH,Uni5: The World's Enemy,0.5551383219226409,0.8159234203436856,0.0,34.42893,0.0,-12.088,0,86.056,22050,0.177,8,0.459,1,0.428,34.429,4,0.526,1220
Klaus Badelt,After The Fire,,Rescue Dawn,0.4693403742592461,0.6880033488369731,0.0,116.1922,0.0,-27.369,2007,56.306,22050,0.107,7,0.038,0,0.431,102.777,1,0.0,1221
Charlotte Gainsbourg,Tel Que Tu Es,,5:55,0.5200496881789747,0.7440079147104803,0.0,189.70077,0.0,-12.1,2006,119.683,22050,0.0,6,0.438,1,0.511,177.046,3,1.0,1222
Aerosmith,Lord Of The Thighs,Boston - MA,Classics Live,0.6107314629039089,0.8725365986697359,0.0,425.03791,0.0,-10.943,1974,108.662,22050,0.0,5,0.101,1,0.525,409.681,1,0.0,1223
Agnes,Non Conformist Acclaimed,Sweden,Treat Me Bad EP,0.4413555620481791,0.7375404029001575,0.0,371.06893,0.0,-11.338,0,122.965,22050,0.149,6,0.0,1,0.0,348.421,4,1.0,1224
The Party Group,El Ventilador,,Party Fiesta_ Vol. 7,0.0,0.18866769491688626,0.0,190.04036,0.0,-21.761,0,122.91,22050,1.083,6,0.686,0,0.573,183.606,4,0.514,1225
Enter the Haggis,Skyswimmer,,Let The Wind Blow High,0.4073868296459371,0.6197471466593556,0.0,399.882,0.0,-10.648,1999,85.399,22050,3.663,3,1.0,1,0.548,394.043,4,0.43,1226
Mac McAnally,If You Hang Around Long Enough,Belmont - MS,Down By The River,0.43786601240820106,0.573039790503387,0.0,183.53587,0.0,-6.601,0,174.268,22050,0.296,0,0.952,1,0.89,175.984,4,0.021,1227
T.O.K.,Hotta,YAHD!,Reggae Gold 2006,0.4343463055601184,0.692655872870637,0.0,190.71955,0.0,-5.977,2006,126.682,22050,0.0,1,0.465,1,0.513,187.431,3,0.655,1228
Leo Gandelman,Bari Bossa,Rio de Janeiro - BR,Lounjazz,0.39043497326886406,0.39836635433259654,0.0,222.98077,0.0,-13.812,2007,157.95,22050,0.188,5,0.524,0,0.471,206.292,4,0.454,1229
Leon Russell,Jambalaya (On The Bayou),Lawton - OK,Hank Wilson's Back!,0.443708895002134,0.6342269633902287,0.0,169.35138,0.0,-14.073,0,99.435,22050,0.0,0,0.826,1,0.601,163.828,4,0.999,1230
Bill Laswell,The Gary Selchie - Solas,New York City (Salem - IL - originally),Emerald Aether: Shape Shifting/Reconstructions Of Irish Music,0.4040397337752738,0.6780088367788917,0.0,132.67546,0.0,-19.814,0,105.218,22050,0.0,3,0.294,0,0.11,128.151,4,0.754,1231
Francis Lai,La valse du mariage,,Le passager de la pluie (Original Soundtrack),0.3717110940407555,0.5527198181144033,0.0,123.24526,0.0,-9.853,2003,88.967,22050,0.203,7,0.459,0,0.672,119.176,3,0.847,1232
Herbst9_ Z'ev,Awakening of the Soulless,L.E.,Herbst9 vs. Z'ev - Through Bleak Landscapes,0.3532566792643859,0.480355425324063,0.0,245.02812,0.0,-14.775,0,91.695,22050,2.769,10,0.406,0,0.298,232.815,3,0.936,1233
Del Tha Funkee Homosapien,Mistadobalina,Oakland - CA,The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook,0.4584394682388324,0.7326603120176098,0.0,257.69751,0.0,-9.495,1991,99.566,22050,0.305,2,0.017,1,0.355,244.849,4,0.882,1234
Rihanna,Good Girl Gone Bad,St Michael - Barbados ,Good Girl Gone Bad: The Remixes,0.9082026192084819,0.9176988844273418,0.0,208.16934,0.0,-5.704,2007,128.077,22050,3.634,5,0.197,0,0.369,197.764,4,0.743,1235
Britney Spears feat. Pharrell Williams,Boys,Kentwood - LA; Los Angeles - CA,Touch My Soul_ Vol. 23,0.6072572795814319,0.1536055481454315,0.0,225.48853,0.0,-4.947,2001,106.919,22050,0.345,6,0.835,0,0.77,221.931,4,1.0,1236
Britney Spears,Everytime,Kentwood - LA; Los Angeles - CA,Everytime,0.6312895075854603,0.9473275066349645,0.0,206.81098,0.0,-3.738,2003,85.331,22050,2.926,0,0.452,0,0.522,194.769,3,0.0,1237
Crazy Horse,Dance_ Dance_ Dance  (Album Version),,Scratchy: The Reprise Recordings [Includes Liner Notes],0.3421923104603396,0.5402798924016082,0.0,133.3024,0.0,-13.771,0,152.729,22050,0.084,9,0.122,1,0.445,125.028,4,0.0,1238
Headhunter,Signs Of Insanity,,A Bizarre Gardening Accident,0.44845283663706254,0.607734319959422,0.0,277.81179,0.0,-5.431,0,133.005,22050,0.09,11,0.52,1,0.511,277.812,4,0.098,1239
Sam Butera & The Witnesses,Perdido (1999 Digital Remaster),,Wild_ Cool & Swingin',0.33632703171319706,0.32994770673888224,0.0,148.06159,0.0,-13.778,0,178.716,22050,0.0,8,0.058,1,0.578,144.701,4,0.991,1240
Rise Against,State Of The Union,Chicago,Siren Song Of The Counter-Culture,0.696161109835502,0.8217186933767476,0.0,139.17995,0.0,-3.619,2004,132.045,22050,0.351,10,0.505,0,0.555,131.326,3,0.426,1241
Lee Ritenour / Jeff Mironov,A Little Bit Of This And A Little Bit Of That,Hollywood - CA,Rio,0.14468466090957882,0.632008012811142,0.0,307.04281,0.0,-17.337,1976,157.582,22050,0.302,0,0.0,1,0.111,294.371,4,0.209,1242
Helmet,Your Head,New York,Born Annoying,0.49007958418342873,0.7765989678295455,0.0,200.75057,0.0,-11.448,1995,202.829,22050,0.519,7,0.751,1,0.643,191.025,4,1.0,1243
Dine et Déon,Géraldine,,Ah...c'qu'on est cons ! - EP,0.1781988200402047,0.43015589450031305,0.0,113.57995,0.0,-6.828,0,110.5,22050,0.217,8,0.303,1,0.307,106.597,1,0.669,1244
Martin Denny,Burma Train Change,New York - NY,Jamaica Farewell,0.3773829172606488,0.5737198552868119,0.0,175.75138,0.0,-17.114,0,85.765,22050,0.154,6,0.349,0,0.338,166.574,4,0.232,1245
DJ Nasty,Buy You A Drink,,Tha Remixes Vol. 11,0.3028554195218622,0.582365878546936,0.0,236.56444,0.0,-4.68,0,106.659,22050,0.0,6,0.35,1,0.568,226.743,4,0.925,1246
Santana,With A Little Help From My Friends,San Francisco - CA,The Anthology,0.6277651347772472,0.818494213987428,0.0,246.7522,0.0,-6.873,0,79.428,22050,0.131,2,0.369,0,0.436,243.136,4,0.054,1247
Ray Sandoval,A La Naturaleza,Tucson - Arizona,A La Naturaleza,0.0,0.2946779221221197,0.0,377.70404,0.0,-16.427,0,124.186,22050,0.27,4,0.0,1,0.111,364.733,3,0.886,1248
Amalia Avgoustaki,Dimitroula,,Dream Show The Music 1,0.0,0.02761787701465242,0.0,182.17751,0.0,-5.065,0,120.103,22050,0.276,6,0.247,0,0.323,179.154,3,0.763,1249
Shaman,For Tomorrow (live),Brazil,Ritual-Live,0.41664411403796237,0.6177875891018481,0.0,404.06159,0.0,-4.462,0,120.25,22050,0.0,2,0.313,0,0.468,404.062,3,1.0,1250
K-OS,Clap Ur Handz,,Joyful Rebellion,0.43069704628908106,0.7126621633671405,0.0,80.53506,0.0,-6.855,2004,104.783,22050,0.0,5,0.432,1,0.507,75.9,4,1.0,1251
Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N,Requiem Mass_ K. 626_ 1791: Agnus Dei (Larghetto) (Mozart),Nashville - Franklin - Brentwood,Wolfgang Amadeus Mozart: Requiem Mass_ K 626_ 1791,0.3739527793505038,0.4844855578502837,0.0,541.23057,0.0,-15.586,0,109.051,22050,0.827,9,0.0,1,0.0,537.24,4,0.271,1252
Elva Hsiao,Gotta Let It Go,,Elva First,0.3745312554413246,0.48221286999195057,0.0,241.52771,0.0,-6.01,0,121.968,22050,0.386,11,0.605,1,0.529,229.204,4,0.943,1253
Chris Farlowe,Paint It Black,Essex - England,Out Of Time,0.33857502645721227,0.5433932314325375,0.0,177.57995,0.0,-11.027,1966,146.913,22050,0.346,7,0.345,0,0.59,175.078,1,0.0,1254
Avril,The Matter With You (Part I_ Ii_ Iii),,Now It's Spring,0.43823441386890283,0.8971780384699787,0.0,651.59791,0.0,-10.718,2000,86.589,22050,0.131,4,0.354,0,0.427,606.064,4,0.961,1255
Sticky Fingaz & Omar Epps,Don't Owe Me Nothin',Brookyln - NY,A Day In The Life,0.40378423495862525,0.5425125283523173,0.0,142.86322,0.0,-9.532,0,87.897,22050,0.0,1,0.607,1,0.704,137.033,4,1.0,1256
Delbert McClinton,Lose Your Money,Lubbock - TX,Voices Of Americana: Delbert McClinton,0.449668690751983,0.6999247645104929,0.0,114.31138,0.0,-10.261,2000,221.858,22050,0.142,4,0.47,1,0.305,107.735,4,0.0,1257
Gloria De Haven,Diamonds Are A Girl's Best Friend,,The Very Best Of,0.035307947174398106,0.3054661924647113,0.0,110.88934,0.0,-14.088,0,100.296,22050,0.136,0,0.293,0,0.372,105.599,4,1.0,1258
Rhian Benson,Say How I Feel,Ghana,Say How I Feel,0.38941401403392173,0.4918359590583831,0.0,207.46404,0.0,-4.573,2004,117.973,22050,0.345,3,0.495,1,0.466,198.374,1,0.0,1259
The Impressions,This Is My Country,United States,This Is My Country,0.4102474074764877,0.6332206239096116,0.0,168.01914,0.0,-11.803,1968,103.088,22050,0.079,6,0.412,1,0.56,158.174,1,0.0,1260
Bessie Smith,Cold In Hands Blues,Chattanooga - TN,Essential Bessie Smith Vol 1,0.4047980682617259,0.6375210504152117,0.0,192.44363,0.0,-27.858,0,79.912,22050,2.537,7,0.304,0,0.343,189.272,4,0.55,1261
MC5,Miss X (LP Version),Lincoln Park - MI,High Time,0.4514660603634324,0.6548608223430427,0.0,307.722,0.0,-8.392,1971,75.706,22050,0.13,0,0.353,1,0.44,298.969,4,0.689,1262
Tommy Torres,Imparable,,Tarde O Temprano,0.4160192338658662,0.6385906166612958,0.0,222.92853,0.0,-7.123,0,158.007,22050,0.0,11,0.266,1,0.414,210.611,4,0.774,1263
Les Malpolis,Les Amours de Nathalie,,Piédenés,0.2712505962615699,0.48820685104705724,0.0,246.69995,0.0,-9.76,1998,172.061,22050,0.229,7,0.721,1,0.728,240.878,7,0.611,1264
Washboard Sam,Bucket's Got A Hole In It,Walnut Ridge - AR,Washboard Sam Vol. 3 (1938),0.3267503339737977,0.5057847627270969,0.0,166.19057,0.0,-15.571,0,158.455,22050,2.014,9,0.016,0,0.236,160.148,4,0.731,1265
Shirley Caesar,Angels We Have Heard On High (Album Version),DURHAM - North Carolina,Christmasing,0.3702735189662959,0.579309488079539,0.0,176.37832,0.0,-8.686,0,119.711,22050,0.421,9,0.286,1,0.705,169.32,4,0.0,1266
Tammy Wynette,Welcome To My World (Live),Itawamba County - MS,Tammy Wynette - Live at the Rodeo!,0.4091960356545295,0.6061186456969245,0.0,84.16608,0.0,-11.433,0,155.05,22050,0.0,3,0.612,1,0.628,84.166,1,0.0,1267
Fun Lovin' Criminals,We Have All The Time In The World (Live),,A-sides_ B-sides and Rarities,0.4848767189541058,0.6832060400475407,0.0,235.36281,0.0,-12.767,0,91.859,22050,0.456,9,0.156,1,0.254,229.396,4,1.0,1268
Los Chunguitos,Por La Calle Abajo,,Grandes Éxitos: Los Chunguitos,0.3723565875336241,0.5150335835903505,0.0,164.12689,0.0,-8.07,2000,158.479,22050,0.0,10,0.384,0,0.446,156.462,4,1.0,1269
Céline Dion,Un Garcon Pas Comme Les Autres (Ziggy),Charlemagne - Quebec - Canada,Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon,0.6636864759688058,0.7374373954339599,0.0,179.01669,0.0,-14.403,0,80.999,22050,3.442,3,0.601,1,0.56,173.819,7,0.854,1270
OutKast,Happy Valentine's Day,Atlanta - GA,Speakerboxxx/The Love Below,0.5744970259575144,0.7964195529258091,0.0,323.10812,0.0,-4.018,2003,100.026,22050,0.0,7,0.371,1,0.554,312.123,4,1.0,1271
Andy Griffith,Just A Closer Walk With Thee,,Somebody Bigger Than You And I,0.31060034368783074,0.5168736834341928,0.0,179.93098,0.0,-16.334,0,100.018,22050,3.094,2,0.396,1,0.568,173.105,4,0.0,1272
Joe Lynn Turner,Second Hand Life,,Second Hand Life: The Deluxe Edition,0.3649755953962232,0.6200416947183899,0.0,274.12853,0.0,-5.912,0,106.896,22050,0.258,3,0.807,0,0.662,255.849,4,0.574,1273
Warrant,Cherry Pie,GERMANY,Cherry Pie,0.4891498166277913,0.6964509393416217,0.0,201.03791,0.0,-4.65,0,177.152,22050,7.297,4,0.169,0,0.0,198.177,4,0.076,1274
IYOV,Hipster Haircut,,Allt Är Skit_ Jämt,0.23581602829943166,0.33894309164712805,0.0,120.16281,0.0,-3.909,0,194.53,22050,0.0,11,0.077,1,0.464,120.163,4,0.0,1275
Otis Taylor,Round and Round,Chicago - IL,White African,0.3948844378399719,0.5907929571811064,0.0,107.83302,0.0,-6.028,2001,217.289,22050,0.833,4,0.805,1,0.666,102.464,1,0.0,1276
Laron aka Swan featuring Alexander East,Up All Night - Remix,,The Choice EP,0.0,0.4043694106179638,0.0,544.522,0.0,-10.971,0,84.64,22050,0.096,10,0.484,0,0.507,525.81,5,1.0,1277
Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon âme a reconnu votre âme(Werther/Charlotte),,Massenet: Werther,0.3636108646465248,0.47738713372834984,0.0,55.40526,0.0,-23.73,0,109.158,22050,0.0,6,0.056,1,0.468,55.405,4,0.345,1278
Righteous Brothers,See That Girl,California,Gold,0.46070367444999755,0.6850804894726431,0.0,190.14485,0.0,-10.288,1965,72.656,22050,0.21,0,0.89,1,0.734,180.773,3,0.602,1279
The Clancy Brothers,Water Is Alright In Tay,Ireland,IRISH DRINKING SONGS,0.40895583313300066,0.562597242082877,0.0,113.78893,0.0,-13.289,1993,105.852,22050,2.276,0,0.791,1,0.689,109.552,1,0.088,1280
Five Fingers of Funk,Genuine,,About Time,0.0,0.38307361176384974,0.0,1400.37179,0.0,-8.792,1998,0.0,22050,0.146,0,0.124,1,0.256,1389.25,0,0.0,1281
Michael Whalen,A New Heart,New York,From Conception to Birth: A Life Unfolds,0.3607449844101112,0.45660505996570944,0.0,317.70077,0.0,-15.968,2004,110.1,22050,8.963,10,0.33,1,0.539,313.481,4,1.0,1282
Randy Travis,Wind In The Wire (Album Version),Marshville - NC,Wind In The Wire,0.5432255210454612,0.7878776910864356,0.0,211.40853,0.0,-14.172,1993,95.655,22050,0.218,10,0.89,0,0.897,200.046,4,0.557,1283
Tonic,Where Do I Fit,,Tonic,0.5243189204702463,0.7015217064409089,0.0,184.68526,0.0,-4.768,0,156.028,22050,0.67,2,1.0,1,0.715,176.791,4,1.0,1284
The Grip Weeds,Changed,New Brunswick NJ,Summer of a Thousand Years,0.3282365836777532,0.5297948618024071,0.0,314.14812,0.0,-5.853,0,130.459,22050,0.0,10,0.838,1,0.666,304.21,4,0.0,1285
Andy & Lucas,Amores Cobardes,Cádiz,Con Los Pies En La Tierra,0.4003877565967999,0.5381377399132121,0.0,234.63138,0.0,-5.343,2008,147.886,22050,0.212,9,0.593,1,0.644,222.952,4,0.761,1286
Móveis Coloniais de Acaju,Perca peso,,Idem,0.4187410848441621,0.6242743557053291,0.0,320.05179,0.0,-5.647,2005,173.652,22050,0.0,2,0.544,1,0.475,316.668,4,0.24,1287
John D. Loudermilk,Brown Girl,Durham - NC,The Open Mind Of John D. Loudermilk,0.28737003459245986,0.41424422917234577,0.0,252.682,0.0,-12.239,0,112.781,22050,2.328,5,0.812,1,0.691,246.236,4,1.0,1288
Glen Campbell And Bobbie Gentry,Mornin' Glory,Chickasaw County - MS,The Best of Bobbie Gentry: The Capitol Years,0.38479890996490645,0.5824605669027118,0.0,183.11791,0.0,-13.881,1968,101.577,22050,0.125,7,0.59,1,0.627,176.448,4,0.0,1289
Pablo Montero,La Copa Grande,,Pídemelo Todo,0.3099193396540712,0.5463104236993335,0.0,189.57016,0.0,-8.888,0,98.063,22050,0.16,0,0.674,1,0.588,184.442,4,0.345,1290
Jay Pérez,Ojitos Dormilones,,Tesoros De Colección,0.38623768283972165,0.5501038502561703,0.0,204.66893,0.0,-7.787,0,189.758,22050,0.252,8,0.31,1,0.495,198.687,4,0.19,1291
Kenny Rogers,The Son Of Hickory Holler's Tramp,Houston - TX,The Best Of Kenny Rogers,0.6199959503398087,0.7353701016054218,0.0,188.96934,0.0,-12.193,1977,174.785,22050,0.0,0,1.0,1,0.942,171.508,4,0.092,1292
Dave Hollister,Bad When U Broke,LOWELL,Real Talk,0.45966046322159376,0.6125430036687035,0.0,209.55383,0.0,-8.43,0,166.026,22050,0.0,11,0.296,0,0.347,189.359,4,1.0,1293
Arturo Sandoval,My Funny Valentine,Artemisa - Cuba,Trumpet Evolution,0.423527584809167,0.5614646464110922,0.0,266.60526,0.0,-14.818,2003,61.018,22050,4.795,0,0.397,0,0.618,258.67,1,0.273,1294
Wednesday 13's Frankenstein Drag Queens From Planet 13,Hit And Rape (Album Version),,The Late_ Late Show,0.37144710585388685,0.5651617781331155,0.0,131.81342,0.0,-3.525,0,93.021,22050,0.131,7,0.329,1,0.369,127.536,4,0.0,1295
Dub Pistols feat. Lindy Layton & Rodney P,I'm In Love,London - England,Bestival presents Sunday Best Vol 2,0.417068912495152,0.6876196662345889,0.0,333.21751,0.0,-6.883,0,130.016,22050,0.0,0,0.605,1,0.492,323.913,4,0.0,1296
Darwin's Waiting Room,Feel So Stupid (Table 9),,Orphan,0.33581192038236024,0.508421718374864,0.0,197.51138,0.0,-5.173,2001,101.923,22050,0.469,6,0.064,1,0.31,197.511,4,0.84,1297
André Minvielle,Les Chaudrons,,La Vie D'Ici Bas,0.4202743299019397,0.4911239932502616,0.0,295.96689,0.0,-7.632,2007,125.47,22050,0.0,7,0.529,1,0.556,286.691,4,0.924,1298
A.Z.,We Can't Win (Explicit),Oakland - CA,Doe Or Die,0.4496026559738531,0.6406959207035972,0.0,203.10159,0.0,-12.042,1995,88.064,22050,0.189,11,0.072,1,0.333,193.585,4,1.0,1299
Herbert Von Karajan,Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus "Das Land des Lächelns"),Salzburg - Austria,J. Strauss: Die Fledermaus,0.4641524390532526,0.6680556868584198,0.0,238.10567,0.0,-20.18,0,103.929,22050,0.0,1,0.58,1,0.475,238.106,3,0.633,1300
Hassan Annouri feat. Cassandra Steen,Wahrheit,,International,0.3577843123968623,0.07717686734645086,0.0,270.73261,0.0,-5.106,0,150.063,22050,0.102,7,0.45,0,0.531,268.132,4,0.7,1301
Gaiteros de Pillopo,El Barbero,,Las Mejores Gaitas Vol.3,0.1386397166544471,0.307211096290863,0.0,251.08853,0.0,-8.173,0,179.665,22050,0.374,9,0.561,1,0.52,245.359,1,0.0,1302
Paul Taylor / Terry Dexter,Long Distance Relationship,Wyoming,Ladies' Choice,0.4292610290645234,0.6646909389368294,0.0,270.21016,0.0,-7.284,0,135.87,22050,0.142,9,0.0,1,0.076,251.542,4,0.502,1303
Lee Ritenour,Captain Fingers,Hollywood - CA,OverTime,0.14468466090957882,0.632008012811142,0.0,444.81261,0.0,-8.424,1977,128.972,22050,6.194,5,0.39,0,0.465,433.824,4,0.165,1304
Andreas Dorau,So ist das nun mal,,So ist das nun mal,0.3824265842017741,0.5017859682743673,0.0,395.17995,0.0,-8.586,1997,124.988,22050,0.137,10,0.134,1,0.484,388.714,4,1.0,1305
Bukue One,Ready Now,California,Intromission,0.25764971054375224,0.38849474840551385,0.0,239.38567,0.0,-11.601,0,188.947,22050,0.618,11,0.457,1,0.38,233.488,5,0.51,1306
